age,city,email,gender,mixed breed,organization_id,pet_id,phone,photo1,photo2,photo3,postcode,primary breed,secondary breed,size,state,type,url
Senior,Salt Lake City,adopt@caws.org,Female,True,UT71,44194369,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44194369/1/?bust=1552222157,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44194369/2/?bust=1552222235,,84117,Pug,,Small,UT,Dog,https://www.petfinder.com/dog/lady-elaine-44194369/ut/salt-lake-city/community-animal-welfare-society-caws-ut71/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Mahopac,ajohnson0389@gmail.com,Female,True,NY986,44191300,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44191300/1/?bust=1552150175,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44191300/2/?bust=1552150195,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44191300/3/?bust=1552150217,10541,Pug,Beagle,Small,NY,Dog,https://www.petfinder.com/dog/maggie-44191300/ny/mahopac/the-posh-k9-inc-ny986/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,San Clemente,info@petprojectfoundation.org,Male,True,CA148,44191060,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44191060/1/?bust=1552143662,,,92672,Pug,Beagle,Medium,CA,Dog,https://www.petfinder.com/dog/chester-44191060/ca/san-clemente/pet-project-foundation-ca148/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Windsor,robinn@greendogproject.org,Female,True,CA2084,44187856,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44187856/1/?bust=1553285812,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44187856/2/?bust=1553285820,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44187856/3/?bust=1552566206,95492,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/carly-44187856/ca/windsor/green-dog-rescue-project-ca2084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Crossville,FOCCAS.rescue@gmail.com,Male,True,TN916,44186763,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44186763/1/?bust=1552101869,,,38557,Pug,Dachshund,Small,TN,Dog,https://www.petfinder.com/dog/oscar-44186763/tn/crossville/focus-on-cumberland-county-animal-shelter-tn916/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,New Martinsville,wetzelroze11@gmail.com,Male,True,WV63,44185783,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44185783/1/?bust=1552087469,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44185783/2/?bust=1552087470,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44185783/3/?bust=1552087470,26155,Pug,Beagle,Medium,WV,Dog,https://www.petfinder.com/dog/dewey-44185783/wv/new-martinsville/wetzel-county-animal-shelter-wv63/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Allen,adopt@dallasdogrrr.org,Female,True,TX2115,44183646,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44183646/1/?bust=1552227630,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44183646/2/?bust=1552227786,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44183646/3/?bust=1552227952,75013,Pug,Beagle,Medium,TX,Dog,https://www.petfinder.com/dog/flo-v21-44183646/tx/allen/dallas-dogrrr-tx2115/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,San Diego,karmicrescues@gmail.com,Male,False,CA2054,44181380,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44181380/2/?bust=1552191645,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44181380/1/?bust=1552191645,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44181380/3/?bust=1552191646,92177,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/mister-44181380/ca/san-diego/akarmic-connections-animal-rescue-ca2054/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,San Diego,karmicrescues@gmail.com,Male,False,CA2054,44181312,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44181312/6/?bust=1552191569,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44181312/1/?bust=1552060471,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44181312/2/?bust=1552191567,92177,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/trevor-44181312/ca/san-diego/akarmic-connections-animal-rescue-ca2054/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Grapevine,dfwpugrescue96@yahoo.com,Male,True,TX1276,44180546,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44180546/1/?bust=1552014196,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44180546/2/?bust=1552014202,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44180546/3/?bust=1552014207,76099,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/dawson-44180546/tx/grapevine/dfw-pug-rescue-tx1276/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Toms River,rbarbosa@tomsrivertownship.com,Female,True,NJ176,44178587,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44178587/1/?bust=1553276047,,,08753,Pug,Beagle,Medium,NJ,Dog,https://www.petfinder.com/dog/bailey-44178587/nj/toms-river/toms-river-township-animal-facility-nj176/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Nixa,route66rescue@yahoo.com,Male,True,MO562,44175825,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44175825/5/?bust=1552601059,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44175825/3/?bust=1552259423,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44175825/1/?bust=1553192317,65714,Pug,Beagle,Medium,MO,Dog,https://www.petfinder.com/dog/bobo-number-1634-44175825/mo/nixa/route-66-rescue-inc-mo562/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Westerly,nkillam@westerlyri.gov,Male,True,RI06,44175735,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44175735/1/?bust=1551989060,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44175735/2/?bust=1551989062,,02891,Pug,Jack Russell Terrier,Small,RI,Dog,https://www.petfinder.com/dog/rolly-44175735/ri/westerly/westerly-animal-control-ri06/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Dellslow,afwvdirector@gmail.com,Female,True,WV37,44175060,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44175060/1/?bust=1551977699,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44175060/2/?bust=1551977708,,26531,Pug,Beagle,Medium,WV,Dog,https://www.petfinder.com/dog/skylee-44175060/wv/dellslow/animal-friends-of-north-central-west-virginia-wv37/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Somerset,info@somersetpets.com,Female,True,PA245,44174873,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44174873/1/?bust=1551973987,,,15501,Pug,,Small,PA,Dog,https://www.petfinder.com/dog/mika-44174873/pa/somerset/humane-society-of-somerset-county-pa245/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Dixon,mollysmuttsanimalrescue@yahoo.com,Male,True,KY426,44173663,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44173663/1/?bust=1553258956,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44173663/2/?bust=1553258969,,42409,Pug,Beagle,Medium,KY,Dog,https://www.petfinder.com/dog/dax-44173663/ky/dixon/mollys-mutts-animal-rescue-ky426/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Santee,victoria@animalalliancesd.org,Female,False,CA2609,44169444,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44169444/1/?bust=1551931060,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44169444/2/?bust=1551931064,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44169444/3/?bust=1551931068,92072,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/mei-mei-44169444/ca/santee/animal-alliance-of-san-diego-ca2609/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Roselle,Adoptions@sccrescue.org,Male,True,IL687,44168395,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44168395/1/?bust=1552346676,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44168395/2/?bust=1552864349,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44168395/3/?bust=1552864349,60172,Pug,Labrador Retriever,Medium,IL,Dog,https://www.petfinder.com/dog/mortie-44168395/il/roselle/second-city-canine-rescue-il687/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Saint Peters,Pets@sccmo.org,Male,True,MO200,44167311,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44167311/1/?bust=1551904969,,,63376,Pug,Beagle,Medium,MO,Dog,https://www.petfinder.com/dog/baxter-44167311/mo/saint-peters/st-charles-county-pet-adoption-center-mo200/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Dallas,FurryFriendzyAdoptions@gmail.com,Male,True,TX1243,44166943,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44166943/1/?bust=1552398209,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44166943/2/?bust=1552398240,,75201,Pug,Mixed Breed,Small,TX,Dog,https://www.petfinder.com/dog/buster-44166943/tx/dallas/furry-friendzy-tx1243/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Gardena,gwenn@pugnationla.org,Male,False,CA2386,44166509,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44166509/1/?bust=1553287042,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44166509/2/?bust=1553287072,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44166509/3/?bust=1553287094,90248,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/leighton-44166509/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Logan,dogs@cachehumane.org,Male,True,UT45,44166093,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44166093/1/?bust=1553290281,,,84323,Pug,Cattle Dog,Medium,UT,Dog,https://www.petfinder.com/dog/cody-44166093/ut/logan/cache-humane-society-ut45/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Sinking Spring,zoeshouserescue@gmail.com,Male,False,PA835,44164900,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44164900/1/?bust=1551882381,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44164900/2/?bust=1551882386,,19608,Pug,,Small,PA,Dog,https://www.petfinder.com/dog/humphrey-44164900/pa/sinking-spring/zoes-house-pa835/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Toronto,adopt@teamdogrescue.ca,Female,True,ON430,44161446,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44161446/1/?bust=1551838872,,,M4C 1H0,Pug,Pekingese,Small,ON,Dog,https://www.petfinder.com/dog/effie-44161446/on/toronto/team-dog-rescue-on430/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Merrillville,2x2rescue@gmail.com,Female,True,IN597,44161266,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44161266/2/?bust=1551833893,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44161266/3/?bust=1551833894,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44161266/5/?bust=1551833914,46410,Pug,Beagle,Medium,IN,Dog,https://www.petfinder.com/dog/sugar-plum-fairy-44161266/in/merrillville/2x2-rescue-in597/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Marion,crittendenshelter@yahoo.com,Male,True,KY344,44158835,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44158835/1/?bust=1551796590,,,42064,Pug,Terrier,Small,KY,Dog,https://www.petfinder.com/dog/rowdy-44158835/ky/marion/crittenden-county-animal-shelter-ky344/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Cordova,midsouthpugs@gmail.com,Male,False,TN654,44156659,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44156659/1/?bust=1551799317,,,38088,Pug,,Small,TN,Dog,https://www.petfinder.com/dog/taz-44156659/tn/cordova/midsouth-pug-rescue-inc-tn654/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Omaha,pugpartners@gmail.com,Female,False,NE88,44154796,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44154796/1/?bust=1551753904,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44154796/2/?bust=1551753917,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44154796/3/?bust=1551753921,68104,Pug,,Small,NE,Dog,https://www.petfinder.com/dog/penelope-44154796/ne/omaha/pug-partners-of-nebraska-ne88/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Highlands,rachel@asecondchanceforziva.com,Male,False,CT566,44153243,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44153243/1/?bust=1551736117,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44153243/2/?bust=1551736131,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44153243/3/?bust=1551736156,07732,Pug,,Small,NJ,Dog,https://www.petfinder.com/dog/logan-and-kylie-44153243/nj/highlands/a-second-chance-for-ziva-inc-ct566/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Lake Forest,info@thelittlereddog.com,Male,True,CA1962,44149335,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44149335/1/?bust=1553132974,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44149335/2/?bust=1553133034,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44149335/3/?bust=1553133081,92630,Pug,Chihuahua,Small,CA,Dog,https://www.petfinder.com/dog/squirt-44149335/ca/lake-forest/the-little-red-dog-ca1962/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Austin,info@pugrescueaustin.com,Male,False,TX1331,44148697,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44148697/2/?bust=1551670081,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44148697/1/?bust=1551669763,,78717,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/miles-44148697/tx/austin/pug-rescue-of-austin-tx1331/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Friendship,RescuePup585@gmail.com,Male,False,NY1320,44147595,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44147595/1/?bust=1551649624,,,14739,Pug,,Small,NY,Dog,https://www.petfinder.com/dog/johnny-44147595/ny/friendship/rescue-pups-ny1320/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Feasterville,lovekitte@comcast.net,Female,True,PA562,44140794,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44140794/2/?bust=1551584870,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44140794/1/?bust=1551584868,,19053,Pug,,Medium,PA,Dog,https://www.petfinder.com/dog/dutch-talbot-mama-to-be-44140794/pa/feasterville/wags-rescue-and-referral-pa562/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Ithaca,adoptions@spcaonline.com,Male,True,NY132,44140630,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44140630/5/?bust=1551580806,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44140630/1/?bust=1551580751,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44140630/2/?bust=1551580763,14850,Pug,Beagle,Medium,NY,Dog,https://www.petfinder.com/dog/jack-44140630/ny/ithaca/spca-of-tompkins-county-ny132/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Euless,trinitygapclub@gmail.com,Male,True,TX265,44138395,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44138395/1/?bust=1551544927,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44138395/2/?bust=1551544933,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44138395/3/?bust=1551544937,76040,Pug,Chihuahua,Small,TX,Dog,https://www.petfinder.com/dog/rocky-44138395/tx/euless/euless-animal-services-trinity-gap-rescue-tx265/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Gardena,gwenn@pugnationla.org,Female,False,CA2386,44136068,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44136068/1/?bust=1553287057,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44136068/2/?bust=1553287070,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44136068/3/?bust=1553287102,90248,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/willameena-44136068/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Elkins,kellys@meer.net,Male,True,WV40,44135828,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44135828/1/?bust=1553103347,,,26241,Pug,Boston Terrier,Small,WV,Dog,https://www.petfinder.com/dog/harley-44135828/wv/elkins/randolph-county-humane-society-wv40/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Bethesda,dawg@dawg-rescue.org,Male,True,MD166,44134169,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44134169/1/?bust=1551502934,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44134169/2/?bust=1551502990,,20827,Pug,Setter,Small,MD,Dog,https://www.petfinder.com/dog/max-44134169/md/bethesda/best-dawg-rescue-inc-md166/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Gardena,gwenn@pugnationla.org,Female,False,CA2386,44131111,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44131111/1/?bust=1553287050,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44131111/2/?bust=1553287070,,90248,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/rachel-44131111/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Granbury,hcac@co.hood.tx.us,Male,True,TX1342,44129765,,,,,76048,Pug,Mixed Breed,Small,TX,Dog,https://www.petfinder.com/dog/big-mac-44129765/tx/granbury/hood-county-sheriff-animal-control-tx1342/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Benton,roadtorescue@bellsouth.net,Female,True,LA300,44127213,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44127213/1/?bust=1551801080,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44127213/2/?bust=1551801082,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44127213/3/?bust=1551801084,71006,Pug,,Small,LA,Dog,https://www.petfinder.com/dog/betsy-jean-44127213/la/benton/ninnas-road-to-rescue-la300/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Saint George,info@dixiepaws.org,Male,False,UT48,44125285,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44125285/1/?bust=1553288908,,,84790,Pug,,Small,UT,Dog,https://www.petfinder.com/dog/bruno-mars-44125285/ut/saint-george/providing-animals-with-support-paws-ut48/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Atlanta,orphanannierescue@gmail.com,Male,True,GA680,44124483,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44124483/2/?bust=1551399850,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44124483/1/?bust=1551399846,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44124483/3/?bust=1551399879,30341,Pug,Beagle,Small,GA,Dog,https://www.petfinder.com/dog/rupert-44124483/ga/atlanta/orphan-annie-rescue-ga680/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Las Vegas,forecloseduponpets@hotmail.com,Female,True,NV129,44124343,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44124343/1/?bust=1551396129,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44124343/2/?bust=1551396132,,89101,Pug,Beagle,Medium,NV,Dog,https://www.petfinder.com/dog/dolce-44124343/nv/las-vegas/foreclosed-upon-pets-inc-fupi-nv129/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Paoli,ContactUs@DogsHomePA.org,Male,True,PA960,44122009,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44122009/5/?bust=1551372103,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44122009/1/?bust=1551372042,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44122009/2/?bust=1551372044,19301,Pug,,Small,PA,Dog,https://www.petfinder.com/dog/tank-44122009/pa/paoli/dogshome-pa960/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Lake Forest,info@adoptocpets.org,Female,True,CA2417,44120041,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44120041/1/?bust=1553184373,,,92630,Pug,Cavalier King Charles Spaniel,Small,CA,Dog,https://www.petfinder.com/dog/itzy-44120041/ca/lake-forest/the-pet-adoption-center-of-orange-county-ca2417/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Locust Fork,met@otelco.net,Female,True,AL186,44118681,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44118681/1/?bust=1552295562,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44118681/2/?bust=1552295568,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44118681/3/?bust=1552295571,35097,Pug,Boxer,Medium,AL,Dog,https://www.petfinder.com/dog/mercedes-b-35lbs-44118681/al/locust-fork/crossing-paths-animal-rescue-al186/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Atlanta,orphanannierescue@gmail.com,Male,True,GA680,44118353,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44118353/1/?bust=1551318495,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44118353/4/?bust=1551318519,,30341,Pug,Beagle,Small,GA,Dog,https://www.petfinder.com/dog/jeffrey-44118353/ga/atlanta/orphan-annie-rescue-ga680/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Bartlesville,arfok@sbcglobal.net,Male,True,OK46,44118519,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44118519/1/?bust=1553289243,,,74006,Pug,Chihuahua,Medium,OK,Dog,https://www.petfinder.com/dog/phoenix-44118519/ok/bartlesville/animal-rescue-foundation-of-bartlesville-ok-ok46/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Gardena,gwenn@pugnationla.org,Female,False,CA2386,44117102,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44117102/1/?bust=1553287045,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44117102/2/?bust=1553287068,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44117102/3/?bust=1553287091,90248,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/chata-44117102/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Renton,hearts4doxies@gmail.com,Female,True,WA652,44115228,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44115228/6/?bust=1551301186,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44115228/1/?bust=1551300853,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44115228/2/?bust=1551300869,98058,Pug,Silky Terrier,Small,WA,Dog,https://www.petfinder.com/dog/johnny-and-june-cash-44115228/wa/renton/hearts4doxies-rescue-wa652/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Columbia,Unchainedmelodiesinc@gmail.com,Female,True,MO487,44114486,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44114486/1/?bust=1551290483,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44114486/2/?bust=1551290582,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44114486/3/?bust=1551290597,65203,Pug,Shar-Pei,Medium,MO,Dog,https://www.petfinder.com/dog/nadia-44114486/mo/columbia/unchained-melodies-dog-rescue-mo487/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Hagerstown,dvbrooks57@gmail.com,Female,True,AL186,44114033,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44114033/1/?bust=1551282408,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44114033/2/?bust=1551282418,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44114033/3/?bust=1551282425,21740,Pug,Boxer,Medium,MD,Dog,https://www.petfinder.com/dog/mercedes-b-35lbs-44114033/md/hagerstown/crossing-paths-animal-rescue-al186/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Yardley,dvbrooks57@gmail.com,Female,True,AL186,44114003,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44114003/6/?bust=1551282305,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44114003/1/?bust=1551281911,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44114003/2/?bust=1551281920,19067,Pug,Boxer,Medium,PA,Dog,https://www.petfinder.com/dog/merecdes-b-35lbs-44114003/pa/yardley/crossing-paths-animal-rescue-al186/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Tempe,Adoptions@LostOurHome.org,Male,True,AZ313,44112239,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44112239/1/?bust=1553003796,,,85282,Pug,Border Collie,Medium,AZ,Dog,https://www.petfinder.com/dog/apple-jack-44112239/az/tempe/lost-our-home-pet-foundation-az313/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Monroe,furryfriendsct@yahoo.com,Male,True,CT539,44106652,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44106652/1/?bust=1551204228,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44106652/2/?bust=1551204241,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44106652/3/?bust=1551204252,06468,Pug,Beagle,Small,CT,Dog,https://www.petfinder.com/dog/miles-44106652/ct/monroe/furry-friends-foster-and-rescue-inc-ct539/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Chadron,info@chadronfriendsofpets.org,Male,True,NE138,44106534,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44106534/1/?bust=1551202209,,,69337,Pug,,Small,NE,Dog,https://www.petfinder.com/dog/diesel-pug-44106534/ne/chadron/friends-of-pets-inc-ne138/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Silver Spring,lizzyslodgerescue@gmail.com,Female,True,MD270,44100064,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44100064/1/?bust=1551134366,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44100064/2/?bust=1551134383,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44100064/3/?bust=1551134405,20918,Pug,,Small,MD,Dog,https://www.petfinder.com/dog/daisy-44100064/md/silver-spring/lizzys-lodge-md270/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
